Random Generator,bet,02-2021,04-2021,06-2021,08-2021,10-2021,12-2021,02-2022,04-2022,06-2022,08-2022,10-2022,12-2022,02-2023,04-2023,06-2023,08-2023,10-2023,12-2023
15,0.095953799,0.2530612244897959,0.25203252032520324,0.24081632653061225,0.244,0.23790322580645162,0.22727272727272727,0.200836820083682,0.17695473251028807,0.16942148760330578,0.13445378151260504,0.100418410041841,0.08713692946058091,0.07407407407407407,0.06584362139917696,0.058823529411764705,0.04201680672268908,0.05063291139240506,0.049586776859504134
16,0.085328162,0.3188976377952756,0.332,0.32661290322580644,0.3107569721115538,0.3125,0.2890625,0.2549019607843137,0.23715415019762845,0.1875,0.13178294573643412,0.10714285714285714,0.08661417322834646,0.06589147286821706,0.043478260869565216,0.03968253968253968,0.027777777777777776,0.015748031496062992,0.023166023166023165
17,0.117817006,0.3911290322580645,0.391304347826087,0.36507936507936506,0.373015873015873,0.32558139534883723,0.27906976744186046,0.2677165354330709,0.22178988326848248,0.20866141732283464,0.20238095238095238,0.16205533596837945,0.1576923076923077,0.14453125,0.11811023622047244,0.1067193675889328,0.10196078431372549,0.09055118110236221,0.08366533864541832
18,0.20537721,0.4517374517374517,0.4671814671814672,0.49034749034749037,0.4269230769230769,0.43018867924528303,0.4580152671755725,0.375,0.299625468164794,0.22676579925650558,0.1828358208955224,0.19330855018587362,0.20146520146520147,0.21691176470588236,0.2126865671641791,0.18081180811808117,0.19494584837545126,0.20802919708029197,0.23550724637681159
19,0.147111447,0.28346456692913385,0.28174603174603174,0.28174603174603174,0.28112449799196787,0.2589641434262948,0.23694779116465864,0.2056451612903226,0.18072289156626506,0.15447154471544716,0.11836734693877551,0.0954356846473029,0.1,0.102880658436214,0.09205020920502092,0.07563025210084033,0.059322033898305086,0.04201680672268908,0.042735042735042736
20,0.197381392,0.35864978902953587,0.3333333333333333,0.3559322033898305,0.3723849372384937,0.38235294117647056,0.42127659574468085,0.388646288209607,0.33755274261603374,0.2796610169491525,0.24166666666666667,0.2157676348547718,0.2066115702479339,0.1774193548387097,0.1732283464566929,0.14741035856573706,0.16535433070866143,0.17647058823529413,0.19066147859922178
21,0.205786245,0.3588709677419355,0.373015873015873,0.3944223107569721,0.383399209486166,0.42231075697211157,0.43529411764705883,0.40625,0.36923076923076925,0.3269230769230769,0.2607003891050584,0.20078740157480315,0.1517509727626459,0.12941176470588237,0.0931174089068826,0.06224066390041494,0.07563025210084033,0.07983193277310924,0.08225108225108226
22,0.17612267,0.3055555555555556,0.2868525896414343,0.25882352941176473,0.26587301587301587,0.23904382470119523,0.24193548387096775,0.224,0.18072289156626506,0.132,0.099601593625498,0.07630522088353414,0.06967213114754098,0.076,0.07905138339920949,0.0796812749003984,0.10714285714285714,0.11553784860557768,0.13414634146341464
23,0.08698454800000001,0.18584070796460178,0.18061674008810572,0.16740088105726872,0.17543859649122806,0.1762114537444934,0.1853448275862069,0.19742489270386265,0.1630901287553648,0.13478260869565217,0.12393162393162394,0.09090909090909091,0.08370044052863436,0.07391304347826087,0.05531914893617021,0.044444444444444446,0.03982300884955752,0.030434782608695653,0.017167381974248927
24,0.089500526,0.2782258064516129,0.26720647773279355,0.252,0.22131147540983606,0.1875,0.175,0.14893617021276595,0.1452991452991453,0.09401709401709402,0.08620689655172414,0.08260869565217391,0.06986899563318777,0.06437768240343347,0.059322033898305086,0.05128205128205128,0.04219409282700422,0.042735042735042736,0.034482758620689655
25,0.074497147,0.20149253731343283,0.2126865671641791,0.2188679245283019,0.22433460076045628,0.22727272727272727,0.2188679245283019,0.21621621621621623,0.2134387351778656,0.172,0.1566265060240964,0.15853658536585366,0.18518518518518517,0.1762295081967213,0.15352697095435686,0.14754098360655737,0.1297071129707113,0.10699588477366255,0.10655737704918032
26,0.133984924,0.36401673640167365,0.35655737704918034,0.3643724696356275,0.37551020408163266,0.3724696356275304,0.3522267206477733,0.34285714285714286,0.2903225806451613,0.25,0.1487603305785124,0.125,0.0942622950819672,0.07755102040816327,0.04435483870967742,0.02880658436213992,0.02066115702479339,0.012244897959183673,0.012345679012345678
27,0.126547075,0.36693548387096775,0.3492063492063492,0.311284046692607,0.2972972972972973,0.31297709923664124,0.33587786259541985,0.30337078651685395,0.2537313432835821,0.2029520295202952,0.1391941391941392,0.12043795620437957,0.10830324909747292,0.09057971014492754,0.07720588235294118,0.04814814814814815,0.034220532319391636,0.027131782945736434,0.031496062992125984
28,0.219043724,0.4607142857142857,0.4492753623188406,0.3639705882352941,0.4065934065934066,0.4852941176470588,0.4746376811594203,0.37992831541218636,0.31338028169014087,0.2857142857142857,0.26501766784452296,0.22887323943661972,0.2147887323943662,0.1696113074204947,0.1474820143884892,0.125,0.11363636363636363,0.11026615969581749,0.09615384615384616
29,0.074834934,0.12875536480686695,0.12446351931330472,0.11304347826086956,0.13793103448275862,0.13733905579399142,0.12663755458515283,0.11255411255411256,0.11965811965811966,0.1206896551724138,0.11637931034482758,0.10084033613445378,0.0995850622406639,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.07468879668049792,0.07755102040816327,0.07407407407407407
30,0.217121305,0.5435684647302904,0.569672131147541,0.5991902834008097,0.5643153526970954,0.5454545454545454,0.5186721991701245,0.4024896265560166,0.3603238866396761,0.30864197530864196,0.3469387755102041,0.3224489795918367,0.32098765432098764,0.2839506172839506,0.23868312757201646,0.19753086419753085,0.14583333333333334,0.12704918032786885,0.12552301255230125
31,0.127827847,0.3888888888888889,0.4032258064516129,0.384,0.40725806451612906,0.4291497975708502,0.428,0.3481781376518219,0.2931726907630522,0.236,0.20553359683794467,0.18823529411764706,0.14960629921259844,0.14285714285714285,0.12601626016260162,0.08835341365461848,0.084,0.06097560975609756,0.05714285714285714
32,0.060388433,0.1434108527131783,0.14173228346456693,0.13076923076923078,0.13545816733067728,0.12449799196787148,0.11020408163265306,0.11522633744855967,0.10887096774193548,0.11570247933884298,0.10569105691056911,0.10655737704918032,0.07630522088353414,0.05668016194331984,0.06172839506172839,0.04526748971193416,0.040160642570281124,0.019762845849802372,0.012096774193548387
33,0.09815110699999999,0.1652542372881356,0.15254237288135594,0.13692946058091288,0.13807531380753138,0.15319148936170213,0.13675213675213677,0.14655172413793102,0.14285714285714285,0.12173913043478261,0.13596491228070176,0.12334801762114538,0.1038961038961039,0.10683760683760683,0.09871244635193133,0.09170305676855896,0.07017543859649122,0.048672566371681415,0.04
34,0.055450945,0.06177606177606178,0.05747126436781609,0.07392996108949416,0.07569721115537849,0.09090909090909091,0.0975609756097561,0.09465020576131687,0.0967741935483871,0.084,0.076,0.06827309236947791,0.05976095617529881,0.047058823529411764,0.035856573705179286,0.027777777777777776,0.031496062992125984,0.027237354085603113,0.031496062992125984
35,0.05253441,0.12062256809338522,0.1111111111111111,0.11673151750972763,0.10546875,0.1245136186770428,0.12307692307692308,0.12260536398467432,0.12075471698113208,0.10861423220973783,0.09541984732824428,0.07722007722007722,0.06201550387596899,0.04198473282442748,0.023255813953488372,0.01937984496124031,0.01968503937007874,0.011904761904761904,0.00796812749003984
36,0.13525458,0.32806324110671936,0.3203125,0.3215686274509804,0.2857142857142857,0.2788844621513944,0.2874493927125506,0.23577235772357724,0.2222222222222222,0.2074688796680498,0.1518987341772152,0.12340425531914893,0.11764705882352941,0.11983471074380166,0.11983471074380166,0.12133891213389121,0.13278008298755187,0.12757201646090535,0.10743801652892562
37,0.154151534,0.3855421686746988,0.4314516129032258,0.421259842519685,0.4186046511627907,0.46923076923076923,0.42748091603053434,0.39768339768339767,0.31679389312977096,0.2567049808429119,0.18007662835249041,0.13793103448275862,0.09433962264150944,0.052830188679245285,0.03787878787878788,0.04669260700389105,0.06153846153846154,0.07421875,0.08267716535433071
38,0.154624281,0.4625,0.4149377593360996,0.3872340425531915,0.33191489361702126,0.36363636363636365,0.37117903930131,0.3275862068965517,0.31896551724137934,0.288135593220339,0.20833333333333334,0.18672199170124482,0.15725806451612903,0.128,0.108,0.076,0.06584362139917696,0.05785123966942149,0.04149377593360996
39,0.11959409,0.4290909090909091,0.4124087591240876,0.4107142857142857,0.4169611307420495,0.3906810035842294,0.35714285714285715,0.29642857142857143,0.26881720430107525,0.2,0.1588447653429603,0.16845878136200718,0.1392857142857143,0.12056737588652482,0.10431654676258993,0.08960573476702509,0.07553956834532374,0.06451612903225806,0.06159420289855073
40,0.11944531900000001,0.2938775510204082,0.285140562248996,0.3225806451612903,0.3453815261044177,0.3469387755102041,0.3360323886639676,0.2885375494071146,0.2608695652173913,0.23715415019762845,0.23715415019762845,0.1975806451612903,0.14859437751004015,0.112,0.10358565737051793,0.0931174089068826,0.07692307692307693,0.08333333333333333,0.08300395256916997
41,0.192813312,0.4025423728813559,0.4100418410041841,0.4219409282700422,0.40585774058577406,0.39330543933054396,0.3651452282157676,0.30472103004291845,0.2553191489361702,0.22784810126582278,0.20425531914893616,0.175,0.1652542372881356,0.1574468085106383,0.18025751072961374,0.18143459915611815,0.19665271966527198,0.19327731092436976,0.18454935622317598
42,0.091159782,0.25738396624472576,0.2647058823529412,0.27310924369747897,0.2605042016806723,0.25738396624472576,0.2616033755274262,0.2330508474576271,0.20253164556962025,0.16806722689075632,0.14344262295081966,0.11522633744855967,0.1037344398340249,0.07659574468085106,0.058577405857740586,0.05,0.04602510460251046,0.04938271604938271,0.03305785123966942
43,0.194702293,0.43043478260869567,0.42035398230088494,0.39565217391304347,0.41409691629955947,0.37719298245614036,0.3377777777777778,0.3185840707964602,0.2832618025751073,0.22608695652173913,0.1965065502183406,0.19480519480519481,0.18614718614718614,0.1774891774891775,0.21052631578947367,0.21929824561403508,0.22077922077922077,0.2077922077922078,0.22510822510822512
44,0.143358288,0.4346153846153846,0.41825095057034223,0.38113207547169814,0.3511450381679389,0.3204633204633205,0.3046875,0.25680933852140075,0.2265625,0.20784313725490197,0.18992248062015504,0.16602316602316602,0.14785992217898833,0.1640625,0.14682539682539683,0.148,0.144,0.1607843137254902,0.12301587301587301
45,0.212564975,0.4375,0.46218487394957986,0.44871794871794873,0.4434782608695652,0.4185022026431718,0.4672489082969432,0.3922413793103448,0.34913793103448276,0.2956521739130435,0.29130434782608694,0.27631578947368424,0.2445414847161572,0.18614718614718614,0.15948275862068967,0.15217391304347827,0.17982456140350878,0.1826086956521739,0.22077922077922077
46,0.146214077,0.430327868852459,0.42857142857142855,0.44176706827309237,0.448,0.484251968503937,0.46511627906976744,0.4392156862745098,0.3686274509803922,0.3147410358565737,0.25806451612903225,0.23387096774193547,0.196,0.1626984126984127,0.1383399209486166,0.12109375,0.10236220472440945,0.0933852140077821,0.08661417322834646
47,0.183024942,0.4857142857142857,0.4775510204081633,0.43951612903225806,0.4302788844621514,0.4251968503937008,0.41106719367588934,0.390625,0.2952755905511811,0.2261904761904762,0.15476190476190477,0.09716599190283401,0.07346938775510205,0.09387755102040816,0.09504132231404959,0.09053497942386832,0.09787234042553192,0.08658008658008658,0.07048458149779736
48,0.061989208,0.09465020576131687,0.0942622950819672,0.09053497942386832,0.09166666666666666,0.08163265306122448,0.0823045267489712,0.08333333333333333,0.0743801652892562,0.056910569105691054,0.056451612903225805,0.053061224489795916,0.036585365853658534,0.025210084033613446,0.0211864406779661,0.012605042016806723,0.008583690987124463,0.00847457627118644,0.00423728813559322
49,0.188881634,0.44274809160305345,0.4524714828897338,0.49812734082397003,0.4962686567164179,0.49624060150375937,0.47674418604651164,0.4389312977099237,0.42366412213740456,0.3931297709923664,0.34099616858237547,0.2537878787878788,0.21839080459770116,0.20454545454545456,0.17424242424242425,0.155893536121673,0.13909774436090225,0.13257575757575757,0.1434108527131783
50,0.16074059999999998,0.25957446808510637,0.2773109243697479,0.32051282051282054,0.3389830508474576,0.38589211618257263,0.38493723849372385,0.4024896265560166,0.3723849372384937,0.326271186440678,0.2597402597402597,0.24568965517241378,0.2033898305084746,0.18143459915611815,0.13733905579399142,0.10548523206751055,0.0847457627118644,0.056910569105691054,0.048582995951417005
51,0.11730096400000001,0.35344827586206895,0.3333333333333333,0.3333333333333333,0.3008474576271186,0.3138075313807531,0.3138075313807531,0.2723404255319149,0.24583333333333332,0.19747899159663865,0.17446808510638298,0.16736401673640167,0.12653061224489795,0.11646586345381527,0.12749003984063745,0.12109375,0.1274131274131274,0.12260536398467432,0.12213740458015267
52,0.14909771800000002,0.4225941422594142,0.4411764705882353,0.36752136752136755,0.34615384615384615,0.3803418803418803,0.4017094017094017,0.3577586206896552,0.3305084745762712,0.2768595041322314,0.23770491803278687,0.21721311475409835,0.2163265306122449,0.18951612903225806,0.16733067729083664,0.1593625498007968,0.13709677419354838,0.12,0.10483870967741936
53,0.211348349,0.47035573122529645,0.45348837209302323,0.44313725490196076,0.403921568627451,0.42857142857142855,0.37549407114624506,0.32661290322580644,0.2620967741935484,0.22857142857142856,0.17886178861788618,0.14644351464435146,0.11983471074380166,0.0942622950819672,0.0846774193548387,0.08433734939759036,0.07171314741035857,0.06746031746031746,0.0873015873015873
54,0.220778582,0.31092436974789917,0.3276595744680851,0.3855932203389831,0.4110169491525424,0.4579831932773109,0.5107296137339056,0.45064377682403434,0.38461538461538464,0.30434782608695654,0.2290748898678414,0.14732142857142858,0.09913793103448276,0.08733624454148471,0.05263157894736842,0.04405286343612335,0.03125,0.021739130434782608,0.021739130434782608
55,0.21328092199999998,0.4190871369294606,0.39094650205761317,0.39166666666666666,0.3625,0.38235294117647056,0.3659574468085106,0.33613445378151263,0.25630252100840334,0.2125,0.18723404255319148,0.19421487603305784,0.18565400843881857,0.14522821576763487,0.11618257261410789,0.09166666666666666,0.058333333333333334,0.05042016806722689,0.04721030042918455
56,0.11670346599999999,0.189873417721519,0.2,0.2074688796680498,0.23770491803278687,0.24390243902439024,0.25,0.21774193548387097,0.21031746031746032,0.19123505976095617,0.17120622568093385,0.15503875968992248,0.14901960784313725,0.13953488372093023,0.15625,0.11067193675889328,0.1062992125984252,0.09411764705882353,0.07874015748031496
57,0.09472371199999999,0.17338709677419356,0.15725806451612903,0.16194331983805668,0.17842323651452283,0.1991701244813278,0.23109243697478993,0.2297872340425532,0.21304347826086956,0.18385650224215247,0.16289592760180996,0.12162162162162163,0.14473684210526316,0.13675213675213677,0.1222707423580786,0.1013215859030837,0.08968609865470852,0.07623318385650224,0.05803571428571429
58,0.09505964800000001,0.20588235294117646,0.19831223628691982,0.25630252100840334,0.270042194092827,0.2875,0.3236514522821577,0.3263598326359833,0.30578512396694213,0.25311203319502074,0.2139917695473251,0.21224489795918366,0.1659919028340081,0.132,0.09795918367346938,0.0823045267489712,0.07883817427385892,0.0759493670886076,0.06808510638297872
59,0.084455117,0.18292682926829268,0.168,0.1566265060240964,0.132,0.12992125984251968,0.11904761904761904,0.12156862745098039,0.12015503875968993,0.11923076923076924,0.11372549019607843,0.11023622047244094,0.088,0.07114624505928854,0.060240963855421686,0.04365079365079365,0.05426356589147287,0.04296875,0.043478260869565216
60,0.07387015799999999,0.12033195020746888,0.11715481171548117,0.11864406779661017,0.11814345991561181,0.11715481171548117,0.12033195020746888,0.11618257261410789,0.11885245901639344,0.10569105691056911,0.09917355371900827,0.08677685950413223,0.07024793388429752,0.044534412955465584,0.044715447154471545,0.032388663967611336,0.024793388429752067,0.02,0.027777777777777776
61,0.159194138,0.3130434782608696,0.29515418502202645,0.30666666666666664,0.3275862068965517,0.33766233766233766,0.3333333333333333,0.3185840707964602,0.2894736842105263,0.21333333333333335,0.16517857142857142,0.16444444444444445,0.13122171945701358,0.12727272727272726,0.1004566210045662,0.10091743119266056,0.08333333333333333,0.07834101382488479,0.07407407407407407
62,0.080405425,0.23880597014925373,0.22264150943396227,0.23684210526315788,0.21292775665399238,0.19157088122605365,0.16988416988416988,0.14615384615384616,0.1183206106870229,0.09652509652509653,0.08076923076923077,0.06589147286821706,0.05405405405405406,0.05,0.057692307692307696,0.04980842911877394,0.04597701149425287,0.04961832061068702,0.046875
63,0.20162605100000003,0.48249027237354086,0.5175097276264592,0.48046875,0.5059760956175299,0.5362903225806451,0.5564516129032258,0.47808764940239046,0.41106719367588934,0.38823529411764707,0.38223938223938225,0.37209302325581395,0.3622641509433962,0.30566037735849055,0.24621212121212122,0.19245283018867926,0.14339622641509434,0.12734082397003746,0.12830188679245283
64,0.223133745,0.4944237918215613,0.4833948339483395,0.391304347826087,0.39636363636363636,0.4542124542124542,0.4485294117647059,0.4015151515151515,0.32222222222222224,0.26666666666666666,0.1947565543071161,0.13358778625954199,0.10305343511450382,0.09191176470588236,0.07806691449814127,0.06227106227106227,0.06474820143884892,0.053763440860215055,0.0711743772241993
65,0.222661258,0.472,0.453125,0.4085603112840467,0.37404580152671757,0.36046511627906974,0.4015748031496063,0.3464566929133858,0.2992125984251969,0.2727272727272727,0.25196850393700787,0.2350597609561753,0.21052631578947367,0.19834710743801653,0.2,0.20588235294117646,0.20416666666666666,0.2,0.1836734693877551
66,0.20610229,0.44398340248962653,0.3991769547325103,0.41700404858299595,0.3904382470119522,0.4112903225806452,0.4105691056910569,0.3333333333333333,0.316,0.3,0.34,0.35019455252918286,0.36363636363636365,0.3092369477911647,0.2749003984063745,0.21774193548387097,0.1935483870967742,0.17269076305220885,0.16733067729083664
67,0.205438082,0.490272373540856,0.4806201550387597,0.5019455252918288,0.5252918287937743,0.5546875,0.5408560311284046,0.45136186770428016,0.3946360153256705,0.3068181818181818,0.23076923076923078,0.23938223938223938,0.2596899224806202,0.22568093385214008,0.2,0.16470588235294117,0.15810276679841898,0.10588235294117647,0.0859375
68,0.077535115,0.055793991416309016,0.05508474576271186,0.06751054852320675,0.11203319502074689,0.11428571428571428,0.13360323886639677,0.13306451612903225,0.12156862745098039,0.12941176470588237,0.11153846153846154,0.10505836575875487,0.08300395256916997,0.0622568093385214,0.04330708661417323,0.03137254901960784,0.027777777777777776,0.032,0.036734693877551024
69,0.212830407,0.3855932203389831,0.4110169491525424,0.42735042735042733,0.4592274678111588,0.49572649572649574,0.5299145299145299,0.4297872340425532,0.3559322033898305,0.3037974683544304,0.26778242677824265,0.25,0.20851063829787234,0.22317596566523606,0.17094017094017094,0.11688311688311688,0.1336206896551724,0.11618257261410789,0.1228813559322034
70,0.194712793,0.35471698113207545,0.3650190114068441,0.3650190114068441,0.3831417624521073,0.3473282442748092,0.36742424242424243,0.32954545454545453,0.29615384615384616,0.26153846153846155,0.2222222222222222,0.21031746031746032,0.17054263565891473,0.14396887159533073,0.11877394636015326,0.10227272727272728,0.10227272727272728,0.10606060606060606,0.12643678160919541
71,0.195135098,0.34913793103448276,0.3803418803418803,0.41810344827586204,0.4291845493562232,0.42105263157894735,0.42731277533039647,0.4155844155844156,0.38461538461538464,0.2918454935622318,0.25213675213675213,0.22026431718061673,0.16371681415929204,0.10762331838565023,0.1031390134529148,0.09417040358744394,0.11363636363636363,0.11013215859030837,0.10714285714285714
72,0.17553455199999998,0.2782608695652174,0.3391304347826087,0.38427947598253276,0.39461883408071746,0.45248868778280543,0.4325581395348837,0.39631336405529954,0.3194444444444444,0.2535211267605634,0.20673076923076922,0.1848341232227488,0.1596244131455399,0.15348837209302327,0.14545454545454545,0.13063063063063063,0.11160714285714286,0.11555555555555555,0.08597285067873303
73,0.07736293400000001,0.25630252100840334,0.23236514522821577,0.2375,0.22406639004149378,0.21794871794871795,0.19831223628691982,0.20168067226890757,0.18220338983050846,0.14957264957264957,0.13247863247863248,0.11063829787234042,0.09322033898305085,0.1016949152542373,0.0944206008583691,0.08823529411764706,0.08860759493670886,0.08333333333333333,0.06882591093117409
74,0.19620574600000001,0.48214285714285715,0.5595667870036101,0.5785714285714286,0.6036363636363636,0.5905797101449275,0.5477941176470589,0.4349442379182156,0.33455882352941174,0.27205882352941174,0.24723247232472326,0.23272727272727273,0.24,0.23381294964028776,0.21785714285714286,0.19718309859154928,0.16842105263157894,0.12056737588652482,0.1413427561837456
75,0.053976808,0.1532567049808429,0.13157894736842105,0.1183206106870229,0.11153846153846154,0.09689922480620156,0.10646387832699619,0.0916030534351145,0.0784313725490196,0.07114624505928854,0.07114624505928854,0.06746031746031746,0.064,0.051587301587301584,0.04048582995951417,0.040160642570281124,0.04743083003952569,0.03968253968253968,0.028225806451612902
76,0.21084724100000002,0.4150197628458498,0.4392156862745098,0.47058823529411764,0.47058823529411764,0.4573643410852713,0.42366412213740456,0.38022813688212925,0.3230769230769231,0.23954372623574144,0.19771863117870722,0.17045454545454544,0.14885496183206107,0.12213740458015267,0.11320754716981132,0.11363636363636363,0.1348314606741573,0.16853932584269662,0.17777777777777778
77,0.056828316,0.10902255639097744,0.11524163568773234,0.1018867924528302,0.09195402298850575,0.09615384615384616,0.07421875,0.07364341085271318,0.06589147286821706,0.058823529411764705,0.046875,0.032,0.024,0.024193548387096774,0.016194331983805668,0.004016064257028112,0.0,0.0,0.0
78,0.17252092800000002,0.39759036144578314,0.42971887550200805,0.4959677419354839,0.5161290322580645,0.5992063492063492,0.58203125,0.52734375,0.47808764940239046,0.36904761904761907,0.2777777777777778,0.22134387351778656,0.14342629482071714,0.11372549019607843,0.092,0.09163346613545817,0.068,0.0784313725490196,0.07905138339920949
79,0.127577472,0.3277310924369748,0.3776824034334764,0.39915966386554624,0.3958333333333333,0.39344262295081966,0.4032258064516129,0.35772357723577236,0.3386454183266932,0.27380952380952384,0.244,0.24897959183673468,0.2222222222222222,0.17916666666666667,0.16806722689075632,0.15163934426229508,0.10612244897959183,0.07755102040816327,0.07407407407407407
80,0.104926979,0.1968503937007874,0.19047619047619047,0.19123505976095617,0.17813765182186234,0.1700404858299595,0.15510204081632653,0.13580246913580246,0.1214574898785425,0.10699588477366255,0.0954356846473029,0.075,0.06666666666666667,0.037037037037037035,0.024896265560165973,0.02074688796680498,0.02531645569620253,0.02510460251046025,0.016736401673640166
81,0.21440138399999997,0.5099601593625498,0.45564516129032256,0.4642857142857143,0.4603174603174603,0.5357142857142857,0.5652173913043478,0.45454545454545453,0.3946360153256705,0.3484848484848485,0.25757575757575757,0.21292775665399238,0.23282442748091603,0.1946564885496183,0.22137404580152673,0.210727969348659,0.18702290076335878,0.17228464419475656,0.1839080459770115
82,0.19415545899999997,0.3504273504273504,0.3562231759656652,0.36796536796536794,0.3537117903930131,0.3275862068965517,0.28448275862068967,0.24017467248908297,0.2217391304347826,0.20600858369098712,0.20869565217391303,0.19742489270386265,0.21551724137931033,0.22317596566523606,0.21367521367521367,0.2317596566523605,0.2,0.17573221757322174,0.15637860082304528
83,0.086951968,0.2737642585551331,0.25190839694656486,0.2366412213740458,0.1856060606060606,0.17938931297709923,0.19391634980988592,0.18604651162790697,0.1724137931034483,0.15503875968992248,0.12109375,0.12698412698412698,0.13725490196078433,0.12840466926070038,0.12307692307692308,0.109375,0.08949416342412451,0.08949416342412451,0.09486166007905138
84,0.066035152,0.06779661016949153,0.07053941908713693,0.0875,0.08898305084745763,0.12184873949579832,0.14345991561181434,0.16317991631799164,0.1581196581196581,0.13973799126637554,0.12831858407079647,0.10666666666666667,0.07488986784140969,0.057777777777777775,0.04,0.022026431718061675,0.02145922746781116,0.02631578947368421,0.02666666666666667
